,CODIGO_CLIENTE,UF,ULTIMO_SALARIO,MEDIA_SALARIO_ZIP,TEMPO_ULTIMO_EMPREGO_MESES,RECOMENDADO,saving
1321,1399,PR,2200.0,2200.0,18,NÃO,0.0
1322,1400,RJ,3900.0,3900.0,22,NÃO,0.0
1323,1401,SP,11500.0,11500.0,30,NÃO,0.0
1324,1402,RJ,3100.0,3100.0,14,NÃO,0.0
1325,1404,MG,22000.0,22000.0,25,NÃO,0.0
1326,1405,SC,4500.0,4500.0,48,NÃO,0.0
1327,1406,PR,9800.0,9800.0,120,NÃO,0.0
1328,1407,RJ,15000.0,15000.0,15,NÃO,0.0
1329,1408,SP,6100.0,6100.0,80,NÃO,0.0
1330,1409,MG,9000.0,9000.0,12,NÃO,0.0
1331,1410,SC,17500.0,17500.0,75,NÃO,0.0
1332,1411,PR,13000.0,13000.0,90,NÃO,0.0
1333,1412,RJ,5300.0,5300.0,93,NÃO,0.0
1334,1413,SP,18300.0,18300.0,150,NÃO,0.0
1335,1414,MG,1800.0,1800.0,8,NÃO,0.0
1336,1415,SC,4800.0,4800.0,9,NÃO,0.0
1337,1416,PR,2200.0,2200.0,18,NÃO,0.0
1338,1417,RJ,3900.0,3900.0,22,NÃO,0.0
1339,1418,SP,11500.0,11500.0,30,NÃO,0.0
1340,1419,RJ,3100.0,3100.0,14,NÃO,0.0
1341,1420,RJ,6800.0,6800.0,19,NÃO,0.0
1342,1421,SP,15000.0,15000.0,15,NÃO,0.0
1343,1422,MG,6100.0,6100.0,80,NÃO,0.0
1344,1423,SC,9000.0,9000.0,12,NÃO,0.0
1345,1424,PR,17500.0,17500.0,75,NÃO,0.0
1346,1425,RJ,13000.0,13000.0,90,NÃO,0.0
1347,1426,SP,5300.0,5300.0,93,NÃO,0.0
1348,1427,MG,18300.0,18300.0,150,NÃO,0.0
1349,1428,SC,1800.0,1800.0,8,NÃO,0.0
1350,1429,PR,4800.0,4800.0,9,NÃO,0.0
1351,1430,RJ,2200.0,2200.0,18,NÃO,0.0
1352,1431,SP,3900.0,3900.0,22,NÃO,0.0
1353,1432,MG,11500.0,11500.0,30,NÃO,0.0
1354,1433,SC,3100.0,3100.0,14,NÃO,0.0
1355,1434,PR,6800.0,6800.0,19,NÃO,0.0
1356,1436,SP,4800.0,4800.0,9,NÃO,0.0
1357,1437,RJ,2200.0,2200.0,18,NÃO,0.0
1358,1438,SP,3900.0,3900.0,22,NÃO,0.0
1359,1439,MG,11500.0,11500.0,30,NÃO,0.0
1360,1440,SC,3100.0,3100.0,14,NÃO,0.0
1361,1441,PR,6800.0,6800.0,19,NÃO,0.0
1362,1442,RJ,22000.0,22000.0,25,NÃO,0.0
1363,1443,SP,4500.0,4500.0,48,NÃO,0.0
1364,1444,MG,9800.0,9800.0,120,NÃO,0.0
1365,1445,SC,15000.0,15000.0,15,NÃO,0.0
1366,1446,PR,6100.0,6100.0,80,NÃO,0.0
1367,1447,RJ,9000.0,9000.0,12,NÃO,0.0
1368,1448,SP,17500.0,17500.0,75,NÃO,0.0
1369,1449,MG,13000.0,13000.0,90,NÃO,0.0
1370,1450,SC,5300.0,5300.0,93,NÃO,0.0
1371,1451,PR,18300.0,18300.0,150,NÃO,0.0
1372,1453,SP,15000.0,15000.0,15,NÃO,0.0
1373,1454,RJ,6100.0,6100.0,80,NÃO,0.0
1374,1455,SP,9000.0,9000.0,12,NÃO,0.0
1375,1456,MG,17500.0,17500.0,75,NÃO,0.0
1376,1457,SC,13000.0,13000.0,90,NÃO,0.0
1377,1458,PR,5300.0,5300.0,93,NÃO,0.0
1378,1459,RJ,18300.0,18300.0,150,NÃO,0.0
1379,1460,SP,1800.0,1800.0,8,NÃO,0.0
1380,1461,MG,4800.0,4800.0,9,NÃO,0.0
1381,1462,SC,2200.0,2200.0,18,NÃO,0.0
1382,1463,PR,3900.0,3900.0,22,NÃO,0.0
1383,1464,RJ,11500.0,11500.0,30,NÃO,0.0
1384,1465,SP,3100.0,3100.0,14,NÃO,0.0
1385,1466,MG,6800.0,6800.0,19,NÃO,0.0
1386,1467,SC,1800.0,1800.0,8,NÃO,0.0
1387,1468,PR,4800.0,4800.0,9,NÃO,0.0
1388,1470,SP,3900.0,3900.0,22,NÃO,0.0
1389,1471,RJ,11500.0,11500.0,30,NÃO,0.0
1390,1472,SP,3100.0,3100.0,14,NÃO,0.0
1391,1473,MG,6800.0,6800.0,19,NÃO,0.0
1392,1474,SC,22000.0,22000.0,25,NÃO,0.0
1393,1475,PR,4500.0,4500.0,48,NÃO,0.0
1394,1476,RJ,9800.0,9800.0,120,NÃO,0.0
1395,1477,SP,15000.0,15000.0,15,NÃO,0.0
1396,1478,MG,6100.0,6100.0,80,NÃO,0.0
1397,1479,SC,9000.0,9000.0,12,NÃO,0.0
1398,1480,PR,17500.0,17500.0,75,NÃO,0.0
1399,1481,RJ,13000.0,13000.0,90,NÃO,0.0
1400,1482,SP,5300.0,5300.0,93,NÃO,0.0
1401,1483,MG,18300.0,18300.0,150,NÃO,0.0
1402,1484,SC,1800.0,1800.0,8,NÃO,0.0
1403,1485,PR,15000.0,15000.0,15,NÃO,0.0
1404,1487,SP,9000.0,9000.0,12,NÃO,0.0
1405,1488,RJ,17500.0,17500.0,75,NÃO,0.0
1406,1489,SP,13000.0,13000.0,90,NÃO,0.0
1407,1490,MG,5300.0,5300.0,93,NÃO,0.0
1408,1491,SC,18300.0,18300.0,150,NÃO,0.0
1409,1492,PR,1800.0,1800.0,8,NÃO,0.0
1410,1493,RJ,4800.0,4800.0,9,NÃO,0.0
1411,1494,SP,2200.0,2200.0,18,NÃO,0.0
1412,1495,MG,3900.0,3900.0,22,NÃO,0.0
1413,1496,SC,11500.0,11500.0,30,NÃO,0.0
1414,1497,PR,3100.0,3100.0,14,NÃO,0.0
1415,1498,RJ,6800.0,6800.0,19,NÃO,0.0
1416,1499,SP,1800.0,1800.0,8,NÃO,0.0
1417,1500,MG,4800.0,4800.0,9,NÃO,0.0
1418,1501,SC,2200.0,2200.0,18,NÃO,0.0
1419,1502,PR,3900.0,3900.0,22,NÃO,0.0
1420,1503,RJ,11500.0,11500.0,30,NÃO,0.0
1421,1504,SP,3100.0,3100.0,14,NÃO,0.0
1422,1505,RJ,6800.0,6800.0,19,NÃO,0.0
1423,1506,SP,22000.0,22000.0,25,NÃO,0.0
1424,1507,MG,4500.0,4500.0,48,NÃO,0.0
1425,1508,SC,9800.0,9800.0,120,NÃO,0.0
1426,1509,PR,15000.0,15000.0,15,NÃO,0.0
1427,1510,RJ,6100.0,6100.0,80,NÃO,0.0
1428,1511,SP,9000.0,9000.0,12,NÃO,0.0
1429,1513,SC,13000.0,13000.0,90,NÃO,0.0
1430,1514,PR,5300.0,5300.0,93,NÃO,0.0
1431,1515,RJ,18300.0,18300.0,150,NÃO,0.0
1432,1516,SP,1800.0,1800.0,8,NÃO,0.0
1433,1517,MG,1800.0,1800.0,8,NÃO,0.0
1434,1518,SC,4800.0,4800.0,9,NÃO,0.0
1435,1519,PR,2200.0,2200.0,18,NÃO,0.0
1436,1520,RJ,3900.0,3900.0,22,NÃO,0.0
1437,1521,SP,11500.0,11500.0,30,NÃO,0.0
1438,1522,RJ,3100.0,3100.0,14,NÃO,0.0
1439,1523,SP,6800.0,6800.0,19,NÃO,0.0
1440,1524,MG,22000.0,22000.0,25,NÃO,0.0
1441,1525,SC,4500.0,4500.0,48,NÃO,0.0
1442,1526,PR,9800.0,9800.0,120,NÃO,0.0
1443,1527,RJ,15000.0,15000.0,15,NÃO,0.0
1444,1528,SP,6100.0,6100.0,80,NÃO,0.0
1445,1530,SC,17500.0,17500.0,75,NÃO,0.0
1446,1531,PR,13000.0,13000.0,90,NÃO,0.0
1447,1532,RJ,5300.0,5300.0,93,NÃO,0.0
1448,1533,SP,18300.0,18300.0,150,NÃO,0.0
1449,1534,MG,1800.0,1800.0,8,NÃO,0.0
1450,1535,SC,4800.0,4800.0,9,NÃO,0.0
1451,1536,PR,2200.0,2200.0,18,NÃO,0.0
1452,1537,RJ,3900.0,3900.0,22,NÃO,0.0
1453,1538,SP,11500.0,11500.0,30,NÃO,0.0
1454,1539,RJ,3100.0,3100.0,14,NÃO,0.0
1455,1540,SP,1800.0,1800.0,8,NÃO,0.0
1456,1541,MG,4800.0,4800.0,9,NÃO,0.0
1457,1542,SC,2200.0,2200.0,18,NÃO,0.0
1458,1543,PR,3900.0,3900.0,22,NÃO,0.0
1459,1544,RJ,11500.0,11500.0,30,NÃO,0.0
1460,1545,SP,3100.0,3100.0,14,NÃO,0.0
1461,1547,SC,22000.0,22000.0,25,NÃO,0.0
1462,1548,PR,4500.0,4500.0,48,NÃO,0.0
1463,1549,RJ,9800.0,9800.0,120,NÃO,0.0
1464,1550,SP,15000.0,15000.0,15,NÃO,0.0
1465,1551,MG,6100.0,6100.0,80,NÃO,0.0
1466,1552,SC,9000.0,9000.0,12,NÃO,0.0
1467,1553,PR,17500.0,17500.0,75,NÃO,0.0
1468,1554,RJ,13000.0,13000.0,90,NÃO,0.0
1469,1555,SP,5300.0,5300.0,93,NÃO,0.0
1470,1556,RJ,18300.0,18300.0,150,NÃO,0.0
1471,1557,SP,1800.0,1800.0,8,NÃO,0.0
1472,1558,MG,4800.0,4800.0,9,NÃO,0.0
1473,1559,SC,2200.0,2200.0,18,NÃO,0.0
1474,1560,PR,3900.0,3900.0,22,NÃO,0.0
1475,1561,RJ,11500.0,11500.0,30,NÃO,0.0
1476,1562,SP,3100.0,3100.0,14,NÃO,0.0
1477,1564,SC,4800.0,4800.0,9,NÃO,0.0
1478,1565,PR,2200.0,2200.0,18,NÃO,0.0
1479,1566,RJ,3900.0,3900.0,22,NÃO,0.0
1480,1567,SP,11500.0,11500.0,30,NÃO,0.0
1481,1568,MG,3100.0,3100.0,14,NÃO,0.0
1482,1569,SC,6800.0,6800.0,19,NÃO,0.0
1483,1570,PR,22000.0,22000.0,25,NÃO,0.0
1484,1571,RJ,4500.0,4500.0,48,NÃO,0.0
1485,1572,SP,9800.0,9800.0,120,NÃO,0.0
1486,1573,RJ,15000.0,15000.0,15,NÃO,0.0
1487,1574,SP,6100.0,6100.0,80,NÃO,0.0
1488,1575,MG,9000.0,9000.0,12,NÃO,0.0
1489,1576,SC,17500.0,17500.0,75,NÃO,0.0
1490,1577,PR,13000.0,13000.0,90,NÃO,0.0
1491,1578,RJ,5300.0,5300.0,93,NÃO,0.0
1492,1579,SP,18300.0,18300.0,150,NÃO,0.0
1493,1580,MG,1800.0,1800.0,8,NÃO,0.0
1494,1581,SC,4800.0,4800.0,9,NÃO,0.0
1495,1582,PR,2200.0,2200.0,18,NÃO,0.0
1496,1583,RJ,3900.0,3900.0,22,NÃO,0.0
1497,1584,SP,11500.0,11500.0,30,NÃO,0.0
1498,1585,MG,3100.0,3100.0,14,NÃO,0.0
1499,1586,SC,1800.0,1800.0,8,NÃO,0.0
1500,1587,PR,4800.0,4800.0,9,NÃO,0.0
1501,1588,RJ,2200.0,2200.0,18,NÃO,0.0
1502,1590,RJ,11500.0,11500.0,30,NÃO,0.0
1503,1591,SP,3100.0,3100.0,14,NÃO,0.0
1504,1592,MG,6800.0,6800.0,19,NÃO,0.0
1505,1593,SC,22000.0,22000.0,25,NÃO,0.0
1506,1594,PR,4500.0,4500.0,48,NÃO,0.0
1507,1595,RJ,9800.0,9800.0,120,NÃO,0.0
1508,1596,SP,15000.0,15000.0,15,NÃO,0.0
1509,1597,MG,6100.0,6100.0,80,NÃO,0.0
1510,1598,SC,9000.0,9000.0,12,NÃO,0.0
1511,1599,PR,17500.0,17500.0,75,NÃO,0.0
1512,1600,RJ,13000.0,13000.0,90,NÃO,0.0
1513,1601,SP,5300.0,5300.0,93,NÃO,0.0
1514,1602,MG,18300.0,18300.0,150,NÃO,0.0
1515,1603,SC,1800.0,1800.0,8,NÃO,0.0
1516,1604,PR,4800.0,4800.0,9,NÃO,0.0
1517,1605,RJ,2200.0,2200.0,18,NÃO,0.0
1518,1607,RJ,11500.0,11500.0,30,NÃO,0.0
1519,1608,SP,3100.0,3100.0,14,NÃO,0.0
1520,1609,MG,1800.0,1800.0,8,NÃO,0.0
1521,1610,SC,4800.0,4800.0,9,NÃO,0.0
1522,1611,PR,2200.0,2200.0,18,NÃO,0.0
1523,1612,RJ,3900.0,3900.0,22,NÃO,0.0
1524,1613,SP,11500.0,11500.0,30,NÃO,0.0
1525,1614,MG,3100.0,3100.0,14,NÃO,0.0
1526,1615,SC,6800.0,6800.0,19,NÃO,0.0
1527,1616,PR,22000.0,22000.0,25,NÃO,0.0
1528,1617,RJ,4500.0,4500.0,48,NÃO,0.0
1529,1618,SP,9800.0,9800.0,120,NÃO,0.0
1530,1619,MG,15000.0,15000.0,15,NÃO,0.0
1531,1620,SC,6100.0,6100.0,80,NÃO,0.0
1532,1621,PR,9000.0,9000.0,12,NÃO,0.0
1533,1622,RJ,17500.0,17500.0,75,NÃO,0.0
1534,1624,RJ,5300.0,5300.0,93,NÃO,0.0
1535,1625,SP,18300.0,18300.0,150,NÃO,0.0
1536,1626,MG,1800.0,1800.0,8,NÃO,0.0
1537,1627,SC,4800.0,4800.0,9,NÃO,0.0
1538,1628,PR,2200.0,2200.0,18,NÃO,0.0
1539,1629,RJ,3900.0,3900.0,22,NÃO,0.0
1540,1630,SP,11500.0,11500.0,30,NÃO,0.0
1541,1631,MG,3100.0,3100.0,14,NÃO,0.0
1542,1632,SC,1800.0,1800.0,8,NÃO,0.0
1543,1633,PR,4800.0,4800.0,9,NÃO,0.0
1544,1634,RJ,2200.0,2200.0,18,NÃO,0.0
1545,1635,SP,3900.0,3900.0,22,NÃO,0.0
1546,1636,MG,11500.0,11500.0,30,NÃO,0.0
1547,1637,SC,3100.0,3100.0,14,NÃO,0.0
1548,1638,PR,6800.0,6800.0,19,NÃO,0.0
1549,1639,RJ,22000.0,22000.0,25,NÃO,0.0
1550,1641,RJ,9800.0,9800.0,120,NÃO,0.0
1551,1642,SP,15000.0,15000.0,15,NÃO,0.0
1552,1643,MG,6100.0,6100.0,80,NÃO,0.0
1553,1644,SC,9000.0,9000.0,12,NÃO,0.0
1554,1645,PR,17500.0,17500.0,75,NÃO,0.0
1555,1646,RJ,13000.0,13000.0,90,NÃO,0.0
1556,1647,SP,5300.0,5300.0,93,NÃO,0.0
1557,1648,MG,18300.0,18300.0,150,NÃO,0.0
1558,1649,SC,1800.0,1800.0,8,NÃO,0.0
1559,1650,PR,4800.0,4800.0,9,NÃO,0.0
1560,1651,RJ,2200.0,2200.0,18,NÃO,0.0
1561,1652,SP,3900.0,3900.0,22,NÃO,0.0
1562,1653,MG,11500.0,11500.0,30,NÃO,0.0
1563,1654,SC,3100.0,3100.0,14,NÃO,0.0
1564,1655,PR,1800.0,1800.0,8,NÃO,0.0
1565,1656,RJ,4800.0,4800.0,9,NÃO,0.0
1566,1657,SP,2200.0,2200.0,18,NÃO,0.0
1567,1658,RJ,3900.0,3900.0,22,NÃO,0.0
1568,1659,SP,11500.0,11500.0,30,NÃO,0.0
1569,1660,MG,3100.0,3100.0,14,NÃO,0.0
1570,1661,SC,6800.0,6800.0,19,NÃO,0.0
1571,1662,PR,22000.0,22000.0,25,NÃO,0.0
1572,1663,RJ,4500.0,4500.0,48,NÃO,0.0
1573,1664,SP,9800.0,9800.0,120,NÃO,0.0
1574,1665,MG,15000.0,15000.0,15,NÃO,0.0
1575,1667,PR,9000.0,9000.0,12,NÃO,0.0
1576,1668,RJ,17500.0,17500.0,75,NÃO,0.0
1577,1669,SP,13000.0,13000.0,90,NÃO,0.0
1578,1670,MG,5300.0,5300.0,93,NÃO,0.0
1579,1671,SC,18300.0,18300.0,150,NÃO,0.0
1580,1672,PR,1800.0,1800.0,8,NÃO,0.0
1581,1673,RJ,4800.0,4800.0,9,NÃO,0.0
1582,1674,SP,2200.0,2200.0,18,NÃO,0.0
1583,1675,RJ,3900.0,3900.0,22,NÃO,0.0
1584,1676,RJ,11500.0,11500.0,30,NÃO,0.0
1585,1677,PR,3100.0,3100.0,14,NÃO,0.0
1586,1678,RJ,1800.0,1800.0,8,NÃO,0.0
1587,1679,SP,4800.0,4800.0,9,NÃO,0.0
1588,1680,RJ,2200.0,2200.0,18,NÃO,0.0
1589,1681,RJ,3900.0,3900.0,22,NÃO,0.0
1590,1682,PR,11500.0,11500.0,30,NÃO,0.0
1591,1684,SP,6800.0,6800.0,19,NÃO,0.0
1592,1685,RJ,22000.0,22000.0,25,NÃO,0.0
1593,1686,RJ,4500.0,4500.0,48,NÃO,0.0
1594,1687,PR,9800.0,9800.0,120,NÃO,0.0
1595,1688,RJ,15000.0,15000.0,15,NÃO,0.0
1596,1689,SP,6100.0,6100.0,80,NÃO,0.0
1597,1690,RJ,9000.0,9000.0,12,NÃO,0.0
1598,1691,RJ,17500.0,17500.0,75,NÃO,0.0
1599,1692,PR,13000.0,13000.0,90,NÃO,0.0
1600,1693,RJ,5300.0,5300.0,93,NÃO,0.0
1601,1694,SP,18300.0,18300.0,150,NÃO,0.0
1602,1695,RJ,1800.0,1800.0,8,NÃO,0.0
1603,1696,RJ,4800.0,4800.0,9,NÃO,0.0
1604,1697,PR,2200.0,2200.0,18,NÃO,0.0
1605,1698,RJ,3900.0,3900.0,22,NÃO,0.0
1606,1699,SP,11500.0,11500.0,30,NÃO,0.0
1607,1701,RJ,1800.0,1800.0,8,NÃO,0.0
1608,1702,PR,4800.0,4800.0,9,NÃO,0.0
1609,1703,RJ,2200.0,2200.0,18,NÃO,0.0
1610,1704,SP,3900.0,3900.0,22,NÃO,0.0
1611,1705,RJ,11500.0,11500.0,30,NÃO,0.0
1612,1706,RJ,3100.0,3100.0,14,NÃO,0.0
1613,1707,SP,6800.0,6800.0,19,NÃO,0.0
1614,1708,RJ,22000.0,22000.0,25,NÃO,0.0
1615,1709,RJ,4500.0,4500.0,48,NÃO,0.0
1616,1710,PR,9800.0,9800.0,120,NÃO,0.0
1617,1711,RJ,15000.0,15000.0,15,NÃO,0.0
1618,1712,SP,6100.0,6100.0,80,NÃO,0.0
1619,1713,RJ,9000.0,9000.0,12,NÃO,0.0
1620,1714,RJ,17500.0,17500.0,75,NÃO,0.0
1621,1715,PR,13000.0,13000.0,90,NÃO,0.0
1622,1716,RJ,5300.0,5300.0,93,NÃO,0.0
1623,1718,RJ,1800.0,1800.0,8,NÃO,0.0
1624,1719,RJ,4800.0,4800.0,9,NÃO,0.0
1625,1720,PR,2200.0,2200.0,18,NÃO,0.0
1626,1721,SP,3900.0,3900.0,22,NÃO,0.0
1627,1722,RJ,11500.0,11500.0,30,NÃO,0.0
1628,1723,RJ,3100.0,3100.0,14,NÃO,0.0
1629,1724,PR,1800.0,1800.0,8,NÃO,0.0
1630,1725,RJ,4800.0,4800.0,9,NÃO,0.0
1631,1726,SP,2200.0,2200.0,18,NÃO,0.0
1632,1727,RJ,3900.0,3900.0,22,NÃO,0.0
1633,1728,RJ,11500.0,11500.0,30,NÃO,0.0
1634,1729,PR,3100.0,3100.0,14,NÃO,0.0
1635,1730,RJ,6800.0,6800.0,19,NÃO,0.0
1636,1731,SP,22000.0,22000.0,25,NÃO,0.0
1637,1732,RJ,4500.0,4500.0,48,NÃO,0.0
1638,1733,RJ,9800.0,9800.0,120,NÃO,0.0
1639,1734,PR,15000.0,15000.0,15,NÃO,0.0
1640,1735,SP,6100.0,6100.0,80,NÃO,0.0
1641,1736,RJ,9000.0,9000.0,12,NÃO,0.0
1642,1737,RJ,17500.0,17500.0,75,NÃO,0.0
1643,1738,PR,13000.0,13000.0,90,NÃO,0.0
1644,1739,SP,5300.0,5300.0,93,NÃO,0.0
1645,1740,RJ,18300.0,18300.0,150,NÃO,0.0
1646,1741,RJ,1800.0,1800.0,8,NÃO,0.0
1647,1742,PR,4800.0,4800.0,9,NÃO,0.0
1648,1743,SP,2200.0,2200.0,18,NÃO,0.0
1649,1744,RJ,3900.0,3900.0,22,NÃO,0.0
1650,1745,RJ,11500.0,11500.0,30,NÃO,0.0
1651,1746,PR,3100.0,3100.0,14,NÃO,0.0
1652,1748,MG,4800.0,4800.0,9,NÃO,0.0
1653,1749,SC,2200.0,2200.0,18,NÃO,0.0
1654,1750,PR,3900.0,3900.0,22,NÃO,0.0
1655,1751,RJ,11500.0,11500.0,30,NÃO,0.0
1656,1752,SP,3100.0,3100.0,14,NÃO,0.0
1657,1753,MG,6800.0,6800.0,19,NÃO,0.0
1658,1754,SC,22000.0,22000.0,25,NÃO,0.0
1659,1755,PR,4500.0,4500.0,48,NÃO,0.0
1660,1756,RJ,9800.0,9800.0,120,NÃO,0.0
1661,1757,SP,15000.0,15000.0,15,NÃO,0.0
1662,1758,MG,6100.0,6100.0,80,NÃO,0.0
1663,1759,SC,9000.0,9000.0,12,NÃO,0.0
1664,1760,PR,17500.0,17500.0,75,NÃO,0.0
1665,1761,RJ,13000.0,13000.0,90,NÃO,0.0
1666,1762,SP,5300.0,5300.0,93,NÃO,0.0
1667,1763,RJ,18300.0,18300.0,150,NÃO,0.0
1668,1765,MG,4800.0,4800.0,9,NÃO,0.0
1669,1766,SC,2200.0,2200.0,18,NÃO,0.0
1670,1767,PR,3900.0,3900.0,22,NÃO,0.0
1671,1768,RJ,11500.0,11500.0,30,NÃO,0.0
1672,1769,SP,3100.0,3100.0,14,NÃO,0.0
1673,1770,MG,6800.0,6800.0,19,NÃO,0.0
1674,1771,SC,22000.0,22000.0,25,NÃO,0.0
1675,1772,PR,4500.0,4500.0,48,NÃO,0.0
1676,1773,RJ,9800.0,9800.0,120,NÃO,0.0
1677,1774,SP,15000.0,15000.0,15,NÃO,0.0
1678,1775,MG,6100.0,6100.0,80,NÃO,0.0
1679,1776,SC,9000.0,9000.0,12,NÃO,0.0
1680,1777,PR,17500.0,17500.0,75,NÃO,0.0
1681,1778,RJ,13000.0,13000.0,90,NÃO,0.0
1682,1779,SP,5300.0,5300.0,93,NÃO,0.0
1683,1780,RJ,18300.0,18300.0,150,NÃO,0.0
1684,1782,MG,4800.0,4800.0,9,NÃO,0.0
1685,1783,SC,2200.0,2200.0,18,NÃO,0.0
1686,1784,PR,3900.0,3900.0,22,NÃO,0.0
1687,1785,RJ,11500.0,11500.0,30,NÃO,0.0
1688,1786,SP,3100.0,3100.0,14,NÃO,0.0
1689,1787,MG,6800.0,6800.0,19,NÃO,0.0
1690,1788,SC,22000.0,22000.0,25,NÃO,0.0
1691,1789,PR,4500.0,4500.0,48,NÃO,0.0
1692,1790,RJ,9800.0,9800.0,120,NÃO,0.0
1693,1791,SP,15000.0,15000.0,15,NÃO,0.0
1694,1792,MG,6100.0,6100.0,80,NÃO,0.0
1695,1793,SC,9000.0,9000.0,12,NÃO,0.0
1696,1794,PR,17500.0,17500.0,75,NÃO,0.0
1697,1795,RJ,13000.0,13000.0,90,NÃO,0.0
1698,1796,SP,5300.0,5300.0,93,NÃO,0.0
1699,1797,RJ,18300.0,18300.0,150,NÃO,0.0
1700,1799,MG,4800.0,4800.0,9,NÃO,0.0
1701,1800,SC,2200.0,2200.0,18,NÃO,0.0
1702,1801,PR,3900.0,3900.0,22,NÃO,0.0
1703,1802,RJ,11500.0,11500.0,30,NÃO,0.0
1704,1803,SP,3100.0,3100.0,14,NÃO,0.0
1705,1804,MG,6800.0,6800.0,19,NÃO,0.0
1706,1805,SC,22000.0,22000.0,25,NÃO,0.0
1707,1806,PR,4500.0,4500.0,48,NÃO,0.0
1708,1807,RJ,9800.0,9800.0,120,NÃO,0.0
1709,1808,SP,15000.0,15000.0,15,NÃO,0.0
1710,1809,MG,6100.0,6100.0,80,NÃO,0.0
1711,1810,SC,9000.0,9000.0,12,NÃO,0.0
1712,1811,PR,17500.0,17500.0,75,NÃO,0.0
1713,1812,RJ,13000.0,13000.0,90,NÃO,0.0
1714,1813,SP,5300.0,5300.0,93,NÃO,0.0
1715,1814,RJ,18300.0,18300.0,150,NÃO,0.0
1716,1816,MG,4800.0,4800.0,9,NÃO,0.0
1717,1817,SC,2200.0,2200.0,18,NÃO,0.0
1718,1818,PR,3900.0,3900.0,22,NÃO,0.0
1719,1819,RJ,11500.0,11500.0,30,NÃO,0.0
1720,1820,SP,3100.0,3100.0,14,NÃO,0.0
1721,1821,MG,6800.0,6800.0,19,NÃO,0.0
1722,1822,SC,22000.0,22000.0,25,NÃO,0.0
1723,1823,PR,4500.0,4500.0,48,NÃO,0.0
1724,1824,RJ,9800.0,9800.0,120,NÃO,0.0
1725,1825,SP,15000.0,15000.0,15,NÃO,0.0
1726,1826,MG,6100.0,6100.0,80,NÃO,0.0
1727,1827,SC,9000.0,9000.0,12,NÃO,0.0
1728,1828,PR,17500.0,17500.0,75,NÃO,0.0
1729,1829,RJ,13000.0,13000.0,90,NÃO,0.0
1730,1830,SP,5300.0,5300.0,93,NÃO,0.0
1731,1831,RJ,18300.0,18300.0,150,NÃO,0.0
1732,1833,MG,4800.0,4800.0,9,NÃO,0.0
1733,1834,SC,2200.0,2200.0,18,NÃO,0.0
1734,1835,PR,3900.0,3900.0,22,NÃO,0.0
1735,1836,RJ,11500.0,11500.0,30,NÃO,0.0
1736,1837,SP,3100.0,3100.0,14,NÃO,0.0
1737,1838,MG,6800.0,6800.0,19,NÃO,0.0
1738,1839,SC,22000.0,22000.0,25,NÃO,0.0
1739,1840,PR,4500.0,4500.0,48,NÃO,0.0
1740,1841,RJ,9800.0,9800.0,120,NÃO,0.0
1741,1842,SP,15000.0,15000.0,15,NÃO,0.0
1742,1843,MG,6100.0,6100.0,80,NÃO,0.0
1743,1844,SC,9000.0,9000.0,12,NÃO,0.0
1744,1845,PR,17500.0,17500.0,75,NÃO,0.0
1745,1846,RJ,13000.0,13000.0,90,NÃO,0.0
1746,1847,SP,5300.0,5300.0,93,NÃO,0.0
1747,1848,RJ,18300.0,18300.0,150,NÃO,0.0
1748,1850,MG,4800.0,4800.0,9,NÃO,0.0
1749,1851,SC,2200.0,2200.0,18,NÃO,0.0
1750,1852,PR,3900.0,3900.0,22,NÃO,0.0
1751,1853,RJ,11500.0,11500.0,30,NÃO,0.0
1752,1854,SP,3100.0,3100.0,14,NÃO,0.0
1753,1855,MG,6800.0,6800.0,19,NÃO,0.0
1754,1856,SC,22000.0,22000.0,25,NÃO,0.0
1755,1857,PR,4500.0,4500.0,48,NÃO,0.0
1756,1858,RJ,9800.0,9800.0,120,NÃO,0.0
1757,1859,SP,15000.0,15000.0,15,NÃO,0.0
1758,1860,MG,6100.0,6100.0,80,NÃO,0.0
1759,1861,SC,9000.0,9000.0,12,NÃO,0.0
1760,1862,PR,17500.0,17500.0,75,NÃO,0.0
1761,1863,RJ,13000.0,13000.0,90,NÃO,0.0
1762,1864,SP,5300.0,5300.0,93,NÃO,0.0
1763,1865,RJ,18300.0,18300.0,150,NÃO,0.0
1764,1867,MG,4800.0,4800.0,9,NÃO,0.0
1765,1868,SC,2200.0,2200.0,18,NÃO,0.0
1766,1869,PR,3900.0,3900.0,22,NÃO,0.0
1767,1870,RJ,11500.0,11500.0,30,NÃO,0.0
1768,1871,SP,3100.0,3100.0,14,NÃO,0.0
1769,1872,MG,6800.0,6800.0,19,NÃO,0.0
1770,1873,SC,22000.0,22000.0,25,NÃO,0.0
1771,1874,PR,4500.0,4500.0,48,NÃO,0.0
1772,1875,RJ,9800.0,9800.0,120,NÃO,0.0
1773,1876,SP,15000.0,15000.0,15,NÃO,0.0
1774,1877,MG,6100.0,6100.0,80,NÃO,0.0
1775,1878,SC,9000.0,9000.0,12,NÃO,0.0
1776,1879,PR,17500.0,17500.0,75,NÃO,0.0
1777,1880,RJ,13000.0,13000.0,90,NÃO,0.0
1778,1881,SP,5300.0,5300.0,93,NÃO,0.0
1779,1882,RJ,18300.0,18300.0,150,NÃO,0.0
