,CODIGO_CLIENTE,UF,ULTIMO_SALARIO,MEDIA_SALARIO_ZIP,TEMPO_ULTIMO_EMPREGO_MESES,RECOMENDADO,VLR_RECOM
1582,195,SC,15000.0,5300.0,15,NÃO,-9700.0
1583,200,SC,5300.0,5300.0,93,NÃO,0.0
1584,207,SC,3100.0,5300.0,14,SIM,2200.0
1585,212,SC,3900.0,5300.0,22,SIM,1400.0
1586,217,SC,4500.0,5300.0,48,SIM,800.0
1587,224,SC,5300.0,5300.0,93,NÃO,0.0
1588,229,SC,3900.0,5300.0,22,SIM,1400.0
1589,234,SC,4800.0,5300.0,9,NÃO,500.0
1590,241,SC,4500.0,5300.0,48,SIM,800.0
1591,246,SC,17500.0,5300.0,75,NÃO,-12200.0
1592,251,SC,4800.0,5300.0,9,NÃO,500.0
1593,259,SC,9000.0,5300.0,12,NÃO,-3700.0
1594,264,SC,1800.0,5300.0,8,NÃO,3500.0
1595,269,SC,3100.0,5300.0,14,SIM,2200.0
1596,276,SC,3100.0,5300.0,14,SIM,2200.0
1597,281,SC,15000.0,5300.0,15,NÃO,-9700.0
1598,286,SC,5300.0,5300.0,93,NÃO,0.0
1599,293,SC,13000.0,5300.0,90,NÃO,-7700.0
1600,298,SC,2200.0,5300.0,18,SIM,3100.0
1601,303,SC,1800.0,5300.0,8,NÃO,3500.0
1602,310,SC,22000.0,5300.0,25,NÃO,-16700.0
1603,315,SC,9000.0,5300.0,12,NÃO,-3700.0
1604,320,SC,1800.0,5300.0,8,NÃO,3500.0
1605,327,SC,18300.0,5300.0,150,NÃO,-13000.0
1606,332,SC,11500.0,5300.0,30,NÃO,-6200.0
1607,337,SC,2200.0,5300.0,18,SIM,3100.0
1608,344,SC,9800.0,5300.0,120,NÃO,-4500.0
1609,349,SC,13000.0,5300.0,90,NÃO,-7700.0
1610,354,SC,4800.0,5300.0,9,NÃO,500.0
1611,361,SC,4500.0,5300.0,48,SIM,800.0
1612,366,SC,17500.0,5300.0,75,NÃO,-12200.0
1613,371,SC,4800.0,5300.0,9,NÃO,500.0
1614,378,SC,2200.0,5300.0,18,SIM,3100.0
1615,383,SC,22000.0,5300.0,25,NÃO,-16700.0
1616,388,SC,9000.0,5300.0,12,NÃO,-3700.0
1617,395,SC,2200.0,5300.0,18,SIM,3100.0
1618,400,SC,4800.0,5300.0,9,NÃO,500.0
1619,405,SC,6800.0,5300.0,19,NÃO,-1500.0
1620,412,SC,17500.0,5300.0,75,NÃO,-12200.0
1621,417,SC,4800.0,5300.0,9,NÃO,500.0
1622,422,SC,1800.0,5300.0,8,NÃO,3500.0
1623,429,SC,22000.0,5300.0,25,NÃO,-16700.0
1624,434,SC,9000.0,5300.0,12,NÃO,-3700.0
1625,439,SC,1800.0,5300.0,8,NÃO,3500.0
1626,446,SC,4800.0,5300.0,9,NÃO,500.0
1627,451,SC,6800.0,5300.0,19,NÃO,-1500.0
1628,456,SC,6100.0,5300.0,80,NÃO,-800.0
1629,463,SC,4800.0,5300.0,9,NÃO,500.0
1630,468,SC,1800.0,5300.0,8,NÃO,3500.0
1631,473,SC,3100.0,5300.0,14,SIM,2200.0
1632,480,SC,9000.0,5300.0,12,NÃO,-3700.0
1633,485,SC,1800.0,5300.0,8,NÃO,3500.0
1634,490,SC,3100.0,5300.0,14,SIM,2200.0
1635,497,SC,6800.0,5300.0,19,NÃO,-1500.0
1636,507,SC,18300.0,5300.0,150,NÃO,-13000.0
1637,585,SC,2200.0,5300.0,18,SIM,3100.0
1638,590,SC,22000.0,5300.0,25,NÃO,-16700.0
1639,595,SC,9000.0,5300.0,12,NÃO,-3700.0
1640,602,SC,2200.0,5300.0,18,SIM,3100.0
1641,607,SC,22000.0,5300.0,25,NÃO,-16700.0
1642,612,SC,9000.0,5300.0,12,NÃO,-3700.0
1643,619,SC,2200.0,5300.0,18,SIM,3100.0
1644,624,SC,22000.0,5300.0,25,NÃO,-16700.0
1645,629,SC,9000.0,5300.0,12,NÃO,-3700.0
1646,636,SC,2200.0,5300.0,18,SIM,3100.0
1647,641,SC,22000.0,5300.0,25,NÃO,-16700.0
1648,646,SC,9000.0,5300.0,12,NÃO,-3700.0
1649,653,SC,2200.0,5300.0,18,SIM,3100.0
1650,658,SC,22000.0,5300.0,25,NÃO,-16700.0
1651,663,SC,9000.0,5300.0,12,NÃO,-3700.0
1652,670,SC,2200.0,5300.0,18,SIM,3100.0
1653,675,SC,22000.0,5300.0,25,NÃO,-16700.0
1654,680,SC,9000.0,5300.0,12,NÃO,-3700.0
1655,687,SC,2200.0,5300.0,18,SIM,3100.0
1656,692,SC,22000.0,5300.0,25,NÃO,-16700.0
1657,697,SC,9000.0,5300.0,12,NÃO,-3700.0
1658,704,SC,2200.0,5300.0,18,SIM,3100.0
1659,709,SC,22000.0,5300.0,25,NÃO,-16700.0
1660,714,SC,9000.0,5300.0,12,NÃO,-3700.0
1661,721,SC,2200.0,5300.0,18,SIM,3100.0
1662,726,SC,22000.0,5300.0,25,NÃO,-16700.0
1663,731,SC,9000.0,5300.0,12,NÃO,-3700.0
1664,738,SC,2200.0,5300.0,18,SIM,3100.0
1665,743,SC,1800.0,5300.0,8,NÃO,3500.0
1666,748,SC,3100.0,5300.0,14,SIM,2200.0
1667,755,SC,9000.0,5300.0,12,NÃO,-3700.0
1668,760,SC,1800.0,5300.0,8,NÃO,3500.0
1669,765,SC,3100.0,5300.0,14,SIM,2200.0
1670,772,SC,3100.0,5300.0,14,SIM,2200.0
1671,777,SC,15000.0,5300.0,15,NÃO,-9700.0
1672,782,SC,5300.0,5300.0,93,NÃO,0.0
1673,789,SC,3100.0,5300.0,14,SIM,2200.0
1674,794,SC,3900.0,5300.0,22,SIM,1400.0
1675,799,SC,4500.0,5300.0,48,SIM,800.0
1676,806,SC,5300.0,5300.0,93,NÃO,0.0
1677,811,SC,3900.0,5300.0,22,SIM,1400.0
1678,816,SC,4800.0,5300.0,9,NÃO,500.0
1679,823,SC,4500.0,5300.0,48,SIM,800.0
1680,828,SC,17500.0,5300.0,75,NÃO,-12200.0
1681,833,SC,4800.0,5300.0,9,NÃO,500.0
1682,841,SC,9000.0,5300.0,12,NÃO,-3700.0
1683,846,SC,1800.0,5300.0,8,NÃO,3500.0
1684,851,SC,3100.0,5300.0,14,SIM,2200.0
1685,858,SC,3100.0,5300.0,14,SIM,2200.0
1686,863,SC,15000.0,5300.0,15,NÃO,-9700.0
1687,868,SC,5300.0,5300.0,93,NÃO,0.0
1688,875,SC,13000.0,5300.0,90,NÃO,-7700.0
1689,880,SC,2200.0,5300.0,18,SIM,3100.0
1690,885,SC,1800.0,5300.0,8,NÃO,3500.0
1691,892,SC,22000.0,5300.0,25,NÃO,-16700.0
1692,897,SC,9000.0,5300.0,12,NÃO,-3700.0
1693,902,SC,1800.0,5300.0,8,NÃO,3500.0
1694,909,SC,18300.0,5300.0,150,NÃO,-13000.0
1695,914,SC,11500.0,5300.0,30,NÃO,-6200.0
1696,919,SC,2200.0,5300.0,18,SIM,3100.0
1697,926,SC,9800.0,5300.0,120,NÃO,-4500.0
1698,931,SC,13000.0,5300.0,90,NÃO,-7700.0
1699,936,SC,4800.0,5300.0,9,NÃO,500.0
1700,943,SC,4500.0,5300.0,48,SIM,800.0
1701,948,SC,17500.0,5300.0,75,NÃO,-12200.0
1702,953,SC,4800.0,5300.0,9,NÃO,500.0
1703,960,SC,2200.0,5300.0,18,SIM,3100.0
1704,965,SC,22000.0,5300.0,25,NÃO,-16700.0
1705,970,SC,9000.0,5300.0,12,NÃO,-3700.0
1706,977,SC,2200.0,5300.0,18,SIM,3100.0
1707,982,SC,4800.0,5300.0,9,NÃO,500.0
1708,987,SC,6800.0,5300.0,19,NÃO,-1500.0
1709,994,SC,17500.0,5300.0,75,NÃO,-12200.0
1710,999,SC,4800.0,5300.0,9,NÃO,500.0
1711,1004,SC,1800.0,5300.0,8,NÃO,3500.0
1712,1011,SC,22000.0,5300.0,25,NÃO,-16700.0
1713,1016,SC,9000.0,5300.0,12,NÃO,-3700.0
1714,1021,SC,1800.0,5300.0,8,NÃO,3500.0
1715,1028,SC,4800.0,5300.0,9,NÃO,500.0
1716,1033,SC,6800.0,5300.0,19,NÃO,-1500.0
1717,1038,SC,6100.0,5300.0,80,NÃO,-800.0
1718,1045,SC,4800.0,5300.0,9,NÃO,500.0
1719,1050,SC,1800.0,5300.0,8,NÃO,3500.0
1720,1055,SC,3100.0,5300.0,14,SIM,2200.0
1721,1062,SC,9000.0,5300.0,12,NÃO,-3700.0
1722,1067,SC,1800.0,5300.0,8,NÃO,3500.0
1723,1072,SC,3100.0,5300.0,14,SIM,2200.0
1724,1079,SC,6800.0,5300.0,19,NÃO,-1500.0
1725,1089,SC,18300.0,5300.0,150,NÃO,-13000.0
1726,1167,SC,2200.0,5300.0,18,SIM,3100.0
1727,1172,SC,22000.0,5300.0,25,NÃO,-16700.0
1728,1177,SC,9000.0,5300.0,12,NÃO,-3700.0
1729,1184,SC,2200.0,5300.0,18,SIM,3100.0
1730,1189,SC,22000.0,5300.0,25,NÃO,-16700.0
1731,1194,SC,9000.0,5300.0,12,NÃO,-3700.0
1732,1201,SC,2200.0,5300.0,18,SIM,3100.0
1733,1206,SC,22000.0,5300.0,25,NÃO,-16700.0
1734,1211,SC,9000.0,5300.0,12,NÃO,-3700.0
1735,1218,SC,2200.0,5300.0,18,SIM,3100.0
1736,1223,SC,22000.0,5300.0,25,NÃO,-16700.0
1737,1228,SC,9000.0,5300.0,12,NÃO,-3700.0
1738,1235,SC,2200.0,5300.0,18,SIM,3100.0
1739,1240,SC,22000.0,5300.0,25,NÃO,-16700.0
1740,1245,SC,9000.0,5300.0,12,NÃO,-3700.0
1741,1252,SC,2200.0,5300.0,18,SIM,3100.0
1742,1257,SC,22000.0,5300.0,25,NÃO,-16700.0
1743,1262,SC,9000.0,5300.0,12,NÃO,-3700.0
1744,1269,SC,2200.0,5300.0,18,SIM,3100.0
1745,1274,SC,22000.0,5300.0,25,NÃO,-16700.0
1746,1279,SC,9000.0,5300.0,12,NÃO,-3700.0
1747,1286,SC,2200.0,5300.0,18,SIM,3100.0
1748,1291,SC,22000.0,5300.0,25,NÃO,-16700.0
1749,1296,SC,9000.0,5300.0,12,NÃO,-3700.0
1750,1303,SC,2200.0,5300.0,18,SIM,3100.0
1751,1308,SC,22000.0,5300.0,25,NÃO,-16700.0
1752,1313,SC,9000.0,5300.0,12,NÃO,-3700.0
1753,1320,SC,2200.0,5300.0,18,SIM,3100.0
1754,1325,SC,1800.0,5300.0,8,NÃO,3500.0
1755,1330,SC,3100.0,5300.0,14,SIM,2200.0
1756,1337,SC,9000.0,5300.0,12,NÃO,-3700.0
1757,1342,SC,1800.0,5300.0,8,NÃO,3500.0
1758,1347,SC,3100.0,5300.0,14,SIM,2200.0
1759,1354,SC,3100.0,5300.0,14,SIM,2200.0
1760,1359,SC,15000.0,5300.0,15,NÃO,-9700.0
1761,1364,SC,5300.0,5300.0,93,NÃO,0.0
1762,1371,SC,3100.0,5300.0,14,SIM,2200.0
1763,1376,SC,3900.0,5300.0,22,SIM,1400.0
1764,1381,SC,4500.0,5300.0,48,SIM,800.0
1765,1388,SC,5300.0,5300.0,93,NÃO,0.0
1766,1393,SC,3900.0,5300.0,22,SIM,1400.0
1767,1398,SC,4800.0,5300.0,9,NÃO,500.0
1768,1405,SC,4500.0,5300.0,48,SIM,800.0
1769,1410,SC,17500.0,5300.0,75,NÃO,-12200.0
1770,1415,SC,4800.0,5300.0,9,NÃO,500.0
1771,1423,SC,9000.0,5300.0,12,NÃO,-3700.0
1772,1428,SC,1800.0,5300.0,8,NÃO,3500.0
1773,1433,SC,3100.0,5300.0,14,SIM,2200.0
1774,1440,SC,3100.0,5300.0,14,SIM,2200.0
1775,1445,SC,15000.0,5300.0,15,NÃO,-9700.0
1776,1450,SC,5300.0,5300.0,93,NÃO,0.0
1777,1457,SC,13000.0,5300.0,90,NÃO,-7700.0
1778,1462,SC,2200.0,5300.0,18,SIM,3100.0
1779,1467,SC,1800.0,5300.0,8,NÃO,3500.0
1780,1474,SC,22000.0,5300.0,25,NÃO,-16700.0
1781,1479,SC,9000.0,5300.0,12,NÃO,-3700.0
1782,1484,SC,1800.0,5300.0,8,NÃO,3500.0
1783,1491,SC,18300.0,5300.0,150,NÃO,-13000.0
1784,1496,SC,11500.0,5300.0,30,NÃO,-6200.0
1785,1501,SC,2200.0,5300.0,18,SIM,3100.0
1786,1508,SC,9800.0,5300.0,120,NÃO,-4500.0
1787,1513,SC,13000.0,5300.0,90,NÃO,-7700.0
1788,1518,SC,4800.0,5300.0,9,NÃO,500.0
1789,1525,SC,4500.0,5300.0,48,SIM,800.0
1790,1530,SC,17500.0,5300.0,75,NÃO,-12200.0
1791,1535,SC,4800.0,5300.0,9,NÃO,500.0
1792,1542,SC,2200.0,5300.0,18,SIM,3100.0
1793,1547,SC,22000.0,5300.0,25,NÃO,-16700.0
1794,1552,SC,9000.0,5300.0,12,NÃO,-3700.0
1795,1559,SC,2200.0,5300.0,18,SIM,3100.0
1796,1564,SC,4800.0,5300.0,9,NÃO,500.0
1797,1569,SC,6800.0,5300.0,19,NÃO,-1500.0
1798,1576,SC,17500.0,5300.0,75,NÃO,-12200.0
1799,1581,SC,4800.0,5300.0,9,NÃO,500.0
1800,1586,SC,1800.0,5300.0,8,NÃO,3500.0
1801,1593,SC,22000.0,5300.0,25,NÃO,-16700.0
1802,1598,SC,9000.0,5300.0,12,NÃO,-3700.0
1803,1603,SC,1800.0,5300.0,8,NÃO,3500.0
1804,1610,SC,4800.0,5300.0,9,NÃO,500.0
1805,1615,SC,6800.0,5300.0,19,NÃO,-1500.0
1806,1620,SC,6100.0,5300.0,80,NÃO,-800.0
1807,1627,SC,4800.0,5300.0,9,NÃO,500.0
1808,1632,SC,1800.0,5300.0,8,NÃO,3500.0
1809,1637,SC,3100.0,5300.0,14,SIM,2200.0
1810,1644,SC,9000.0,5300.0,12,NÃO,-3700.0
1811,1649,SC,1800.0,5300.0,8,NÃO,3500.0
1812,1654,SC,3100.0,5300.0,14,SIM,2200.0
1813,1661,SC,6800.0,5300.0,19,NÃO,-1500.0
1814,1671,SC,18300.0,5300.0,150,NÃO,-13000.0
1815,1749,SC,2200.0,5300.0,18,SIM,3100.0
1816,1754,SC,22000.0,5300.0,25,NÃO,-16700.0
1817,1759,SC,9000.0,5300.0,12,NÃO,-3700.0
1818,1766,SC,2200.0,5300.0,18,SIM,3100.0
1819,1771,SC,22000.0,5300.0,25,NÃO,-16700.0
1820,1776,SC,9000.0,5300.0,12,NÃO,-3700.0
1821,1783,SC,2200.0,5300.0,18,SIM,3100.0
1822,1788,SC,22000.0,5300.0,25,NÃO,-16700.0
1823,1793,SC,9000.0,5300.0,12,NÃO,-3700.0
1824,1800,SC,2200.0,5300.0,18,SIM,3100.0
1825,1805,SC,22000.0,5300.0,25,NÃO,-16700.0
1826,1810,SC,9000.0,5300.0,12,NÃO,-3700.0
1827,1817,SC,2200.0,5300.0,18,SIM,3100.0
1828,1822,SC,22000.0,5300.0,25,NÃO,-16700.0
1829,1827,SC,9000.0,5300.0,12,NÃO,-3700.0
1830,1834,SC,2200.0,5300.0,18,SIM,3100.0
1831,1839,SC,22000.0,5300.0,25,NÃO,-16700.0
1832,1844,SC,9000.0,5300.0,12,NÃO,-3700.0
1833,1851,SC,2200.0,5300.0,18,SIM,3100.0
1834,1856,SC,22000.0,5300.0,25,NÃO,-16700.0
1835,1861,SC,9000.0,5300.0,12,NÃO,-3700.0
1836,1868,SC,2200.0,5300.0,18,SIM,3100.0
1837,1873,SC,22000.0,5300.0,25,NÃO,-16700.0
1838,1878,SC,9000.0,5300.0,12,NÃO,-3700.0
1839,1885,SC,2200.0,5300.0,18,SIM,3100.0
1840,1890,SC,22000.0,5300.0,25,NÃO,-16700.0
1841,1895,SC,9000.0,5300.0,12,NÃO,-3700.0
1842,1902,SC,2200.0,5300.0,18,SIM,3100.0
1843,1907,SC,1800.0,5300.0,8,NÃO,3500.0
1844,1912,SC,3100.0,5300.0,14,SIM,2200.0
1845,1919,SC,9000.0,5300.0,12,NÃO,-3700.0
1846,1924,SC,1800.0,5300.0,8,NÃO,3500.0
1847,1929,SC,3100.0,5300.0,14,SIM,2200.0
1848,1936,SC,3100.0,5300.0,14,SIM,2200.0
1849,1941,SC,15000.0,5300.0,15,NÃO,-9700.0
1850,1946,SC,5300.0,5300.0,93,NÃO,0.0
1851,1953,SC,3100.0,5300.0,14,SIM,2200.0
1852,1958,SC,3900.0,5300.0,22,SIM,1400.0
1853,1963,SC,4500.0,5300.0,48,SIM,800.0
1854,1970,SC,5300.0,5300.0,93,NÃO,0.0
1855,1975,SC,3900.0,5300.0,22,SIM,1400.0
1856,1980,SC,4800.0,5300.0,9,NÃO,500.0
1857,1987,SC,4500.0,5300.0,48,SIM,800.0
1858,1992,SC,17500.0,5300.0,75,NÃO,-12200.0
1859,1997,SC,4800.0,5300.0,9,NÃO,500.0
1860,2005,SC,9000.0,5300.0,12,NÃO,-3700.0
1861,2010,SC,1800.0,5300.0,8,NÃO,3500.0
1862,2015,SC,3100.0,5300.0,14,SIM,2200.0
1863,2022,SC,3100.0,5300.0,14,SIM,2200.0
1864,2027,SC,15000.0,5300.0,15,NÃO,-9700.0
1865,2032,SC,5300.0,5300.0,93,NÃO,0.0
1866,2039,SC,13000.0,5300.0,90,NÃO,-7700.0
1867,2044,SC,2200.0,5300.0,18,SIM,3100.0
1868,2049,SC,1800.0,5300.0,8,NÃO,3500.0
1869,2056,SC,22000.0,5300.0,25,NÃO,-16700.0
1870,2061,SC,9000.0,5300.0,12,NÃO,-3700.0
1871,2066,SC,1800.0,5300.0,8,NÃO,3500.0
1872,2073,SC,18300.0,5300.0,150,NÃO,-13000.0
1873,2078,SC,11500.0,5300.0,30,NÃO,-6200.0
1874,2083,SC,2200.0,5300.0,18,SIM,3100.0
1875,2090,SC,9800.0,5300.0,120,NÃO,-4500.0
1876,2095,SC,13000.0,5300.0,90,NÃO,-7700.0
1877,2100,SC,4800.0,5300.0,9,NÃO,500.0
1878,2107,SC,4500.0,5300.0,48,SIM,800.0
1879,2112,SC,17500.0,5300.0,75,NÃO,-12200.0
1880,2117,SC,4800.0,5300.0,9,NÃO,500.0
1881,2124,SC,2200.0,5300.0,18,SIM,3100.0
1882,2129,SC,22000.0,5300.0,25,NÃO,-16700.0
1883,2134,SC,9000.0,5300.0,12,NÃO,-3700.0
1884,2141,SC,2200.0,5300.0,18,SIM,3100.0
1885,2146,SC,4800.0,5300.0,9,NÃO,500.0
1886,2151,SC,6800.0,5300.0,19,NÃO,-1500.0
1887,2158,SC,17500.0,5300.0,75,NÃO,-12200.0
1888,2163,SC,4800.0,5300.0,9,NÃO,500.0
1889,2168,SC,1800.0,5300.0,8,NÃO,3500.0
1890,2175,SC,22000.0,5300.0,25,NÃO,-16700.0
1891,2180,SC,9000.0,5300.0,12,NÃO,-3700.0
1892,2185,SC,1800.0,5300.0,8,NÃO,3500.0
1893,2192,SC,4800.0,5300.0,9,NÃO,500.0
1894,2197,SC,6800.0,5300.0,19,NÃO,-1500.0
1895,2202,SC,6100.0,5300.0,80,NÃO,-800.0
1896,2209,SC,4800.0,5300.0,9,NÃO,500.0
1897,2214,SC,1800.0,5300.0,8,NÃO,3500.0
1898,2219,SC,3100.0,5300.0,14,SIM,2200.0
1899,2226,SC,9000.0,5300.0,12,NÃO,-3700.0
1900,2231,SC,1800.0,5300.0,8,NÃO,3500.0
1901,2236,SC,3100.0,5300.0,14,SIM,2200.0
1902,2243,SC,6800.0,5300.0,19,NÃO,-1500.0
1903,2253,SC,18300.0,5300.0,150,NÃO,-13000.0
1904,2331,SC,2200.0,5300.0,18,SIM,3100.0
1905,2336,SC,22000.0,5300.0,25,NÃO,-16700.0
1906,2341,SC,9000.0,5300.0,12,NÃO,-3700.0
1907,2348,SC,2200.0,5300.0,18,SIM,3100.0
1908,2353,SC,22000.0,5300.0,25,NÃO,-16700.0
1909,2358,SC,9000.0,5300.0,12,NÃO,-3700.0
1910,2365,SC,2200.0,5300.0,18,SIM,3100.0
1911,2370,SC,22000.0,5300.0,25,NÃO,-16700.0
1912,2375,SC,9000.0,5300.0,12,NÃO,-3700.0
1913,2382,SC,2200.0,5300.0,18,SIM,3100.0
1914,2387,SC,22000.0,5300.0,25,NÃO,-16700.0
1915,2392,SC,9000.0,5300.0,12,NÃO,-3700.0
1916,2399,SC,2200.0,5300.0,18,SIM,3100.0
1917,2404,SC,22000.0,5300.0,25,NÃO,-16700.0
1918,2409,SC,9000.0,5300.0,12,NÃO,-3700.0
1919,2416,SC,2200.0,5300.0,18,SIM,3100.0
1920,2421,SC,22000.0,5300.0,25,NÃO,-16700.0
1921,2426,SC,9000.0,5300.0,12,NÃO,-3700.0
1922,2433,SC,2200.0,5300.0,18,SIM,3100.0
1923,2438,SC,22000.0,5300.0,25,NÃO,-16700.0
1924,2443,SC,9000.0,5300.0,12,NÃO,-3700.0
1925,2450,SC,2200.0,5300.0,18,SIM,3100.0
1926,2455,SC,22000.0,5300.0,25,NÃO,-16700.0
1927,2460,SC,9000.0,5300.0,12,NÃO,-3700.0
1928,2467,SC,2200.0,5300.0,18,SIM,3100.0
1929,2472,SC,22000.0,5300.0,25,NÃO,-16700.0
1930,2477,SC,9000.0,5300.0,12,NÃO,-3700.0
1931,2484,SC,2200.0,5300.0,18,SIM,3100.0
1932,2489,SC,1800.0,5300.0,8,NÃO,3500.0
1933,2494,SC,3100.0,5300.0,14,SIM,2200.0
1934,2501,SC,9000.0,5300.0,12,NÃO,-3700.0
1935,2506,SC,1800.0,5300.0,8,NÃO,3500.0
1936,2511,SC,3100.0,5300.0,14,SIM,2200.0
1937,2518,SC,3100.0,5300.0,14,SIM,2200.0
1938,2523,SC,15000.0,5300.0,15,NÃO,-9700.0
1939,2528,SC,5300.0,5300.0,93,NÃO,0.0
1940,2535,SC,3100.0,5300.0,14,SIM,2200.0
1941,2540,SC,3900.0,5300.0,22,SIM,1400.0
1942,2545,SC,4500.0,5300.0,48,SIM,800.0
1943,2552,SC,5300.0,5300.0,93,NÃO,0.0
1944,2557,SC,3900.0,5300.0,22,SIM,1400.0
1945,2562,SC,4800.0,5300.0,9,NÃO,500.0
1946,2569,SC,4500.0,5300.0,48,SIM,800.0
1947,2574,SC,17500.0,5300.0,75,NÃO,-12200.0
1948,2579,SC,4800.0,5300.0,9,NÃO,500.0
1949,2587,SC,9000.0,5300.0,12,NÃO,-3700.0
1950,2592,SC,1800.0,5300.0,8,NÃO,3500.0
1951,2597,SC,3100.0,5300.0,14,SIM,2200.0
1952,2604,SC,3100.0,5300.0,14,SIM,2200.0
1953,2609,SC,15000.0,5300.0,15,NÃO,-9700.0
1954,2614,SC,5300.0,5300.0,93,NÃO,0.0
1955,2621,SC,13000.0,5300.0,90,NÃO,-7700.0
1956,2626,SC,2200.0,5300.0,18,SIM,3100.0
1957,2631,SC,1800.0,5300.0,8,NÃO,3500.0
1958,2638,SC,22000.0,5300.0,25,NÃO,-16700.0
1959,2643,SC,9000.0,5300.0,12,NÃO,-3700.0
1960,2648,SC,1800.0,5300.0,8,NÃO,3500.0
1961,2655,SC,18300.0,5300.0,150,NÃO,-13000.0
1962,2660,SC,11500.0,5300.0,30,NÃO,-6200.0
1963,2665,SC,2200.0,5300.0,18,SIM,3100.0
1964,2672,SC,9800.0,5300.0,120,NÃO,-4500.0
1965,2677,SC,13000.0,5300.0,90,NÃO,-7700.0
1966,2682,SC,4800.0,5300.0,9,NÃO,500.0
1967,2689,SC,4500.0,5300.0,48,SIM,800.0
1968,2694,SC,17500.0,5300.0,75,NÃO,-12200.0
1969,2699,SC,4800.0,5300.0,9,NÃO,500.0
1970,2706,SC,2200.0,5300.0,18,SIM,3100.0
1971,2711,SC,22000.0,5300.0,25,NÃO,-16700.0
1972,2716,SC,9000.0,5300.0,12,NÃO,-3700.0
1973,2723,SC,2200.0,5300.0,18,SIM,3100.0
1974,2728,SC,4800.0,5300.0,9,NÃO,500.0
1975,2733,SC,6800.0,5300.0,19,NÃO,-1500.0
1976,2740,SC,17500.0,5300.0,75,NÃO,-12200.0
1977,2745,SC,4800.0,5300.0,9,NÃO,500.0
1978,2750,SC,1800.0,5300.0,8,NÃO,3500.0
1979,2757,SC,22000.0,5300.0,25,NÃO,-16700.0
1980,2762,SC,9000.0,5300.0,12,NÃO,-3700.0
1981,2767,SC,1800.0,5300.0,8,NÃO,3500.0
1982,2774,SC,4800.0,5300.0,9,NÃO,500.0
1983,2779,SC,6800.0,5300.0,19,NÃO,-1500.0
1984,2784,SC,6100.0,5300.0,80,NÃO,-800.0
1985,2791,SC,4800.0,5300.0,9,NÃO,500.0
1986,2796,SC,1800.0,5300.0,8,NÃO,3500.0
1987,2801,SC,3100.0,5300.0,14,SIM,2200.0
1988,2808,SC,9000.0,5300.0,12,NÃO,-3700.0
1989,2813,SC,1800.0,5300.0,8,NÃO,3500.0
1990,2818,SC,3100.0,5300.0,14,SIM,2200.0
1991,2825,SC,6800.0,5300.0,19,NÃO,-1500.0
1992,2835,SC,18300.0,5300.0,150,NÃO,-13000.0
1993,2913,SC,2200.0,5300.0,18,SIM,3100.0
1994,2918,SC,22000.0,5300.0,25,NÃO,-16700.0
1995,2923,SC,9000.0,5300.0,12,NÃO,-3700.0
1996,2930,SC,2200.0,5300.0,18,SIM,3100.0
1997,2935,SC,22000.0,5300.0,25,NÃO,-16700.0
1998,2940,SC,9000.0,5300.0,12,NÃO,-3700.0
1999,2947,SC,2200.0,5300.0,18,SIM,3100.0
2000,2952,SC,22000.0,5300.0,25,NÃO,-16700.0
2001,2957,SC,9000.0,5300.0,12,NÃO,-3700.0
2002,2964,SC,2200.0,5300.0,18,SIM,3100.0
2003,2969,SC,22000.0,5300.0,25,NÃO,-16700.0
2004,2974,SC,9000.0,5300.0,12,NÃO,-3700.0
2005,2981,SC,2200.0,5300.0,18,SIM,3100.0
2006,2986,SC,22000.0,5300.0,25,NÃO,-16700.0
2007,2991,SC,9000.0,5300.0,12,NÃO,-3700.0
2008,2998,SC,2200.0,5300.0,18,SIM,3100.0
2009,3003,SC,22000.0,5300.0,25,NÃO,-16700.0
2010,3008,SC,9000.0,5300.0,12,NÃO,-3700.0
2011,3015,SC,2200.0,5300.0,18,SIM,3100.0
2012,3020,SC,22000.0,5300.0,25,NÃO,-16700.0
2013,3025,SC,9000.0,5300.0,12,NÃO,-3700.0
2014,3032,SC,2200.0,5300.0,18,SIM,3100.0
2015,3037,SC,22000.0,5300.0,25,NÃO,-16700.0
2016,3042,SC,9000.0,5300.0,12,NÃO,-3700.0
2017,3049,SC,2200.0,5300.0,18,SIM,3100.0
2018,3054,SC,22000.0,5300.0,25,NÃO,-16700.0
2019,3059,SC,9000.0,5300.0,12,NÃO,-3700.0
2020,3066,SC,2200.0,5300.0,18,SIM,3100.0
2021,3071,SC,1800.0,5300.0,8,NÃO,3500.0
2022,3076,SC,3100.0,5300.0,14,SIM,2200.0
2023,3083,SC,9000.0,5300.0,12,NÃO,-3700.0
2024,3088,SC,1800.0,5300.0,8,NÃO,3500.0
2025,3093,SC,3100.0,5300.0,14,SIM,2200.0
2026,3100,SC,3100.0,5300.0,14,SIM,2200.0
2027,3105,SC,15000.0,5300.0,15,NÃO,-9700.0
2028,3110,SC,5300.0,5300.0,93,NÃO,0.0
2029,3117,SC,3100.0,5300.0,14,SIM,2200.0
2030,3122,SC,3900.0,5300.0,22,SIM,1400.0
2031,3127,SC,4500.0,5300.0,48,SIM,800.0
2032,3134,SC,5300.0,5300.0,93,NÃO,0.0
2033,3139,SC,3900.0,5300.0,22,SIM,1400.0
2034,3144,SC,4800.0,5300.0,9,NÃO,500.0
