,CODIGO_CLIENTE,UF,CLASS_SCORE,IDADE,ULTIMO_SALARIO,MEDIAN_RENDA,SELL_CRED,PROFIT_CRED
1560,8334,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1561,8341,SP,Bom,30,4500.0,4500.0,5850.0,1350.0
1562,8351,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1563,8358,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1564,8360,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1565,8365,SC,Bom,53,4500.0,4500.0,5850.0,1350.0
1566,8375,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1567,8377,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1568,8382,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1569,8384,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1570,8389,SC,Bom,25,4500.0,4500.0,5850.0,1350.0
1571,8399,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1572,8401,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1573,8413,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1574,8415,SP,Bom,55,3900.0,4500.0,5070.0,1170.0
1575,8420,SP,Bom,23,4800.0,4500.0,5280.0,480.0
1576,8422,SP,Bom,27,3900.0,4500.0,5070.0,1170.0
1577,8427,SP,Bom,42,4500.0,4500.0,5850.0,1350.0
1578,8445,MG,Bom,45,4800.0,4500.0,5280.0,480.0
1579,8447,PR,Bom,51,3900.0,4500.0,5070.0,1170.0
1580,8452,PR,Bom,65,4800.0,4500.0,5280.0,480.0
1581,8454,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1582,8459,PR,Bom,32,4500.0,4500.0,5850.0,1350.0
1583,8477,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1584,8479,MG,Bom,45,3900.0,4500.0,5070.0,1170.0
1585,8484,MG,Bom,30,4800.0,4500.0,5280.0,480.0
1586,8486,PR,Bom,35,3900.0,4500.0,5070.0,1170.0
1587,8491,MG,Bom,53,4500.0,4500.0,5850.0,1350.0
1588,8502,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1589,8504,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1590,8509,SC,Bom,55,4500.0,4500.0,5850.0,1350.0
1591,8519,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1592,8521,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1593,8525,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1594,8527,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1595,8532,PR,Bom,25,4500.0,4500.0,5850.0,1350.0
1596,8542,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1597,8544,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1598,8548,SC,Bom,23,4800.0,4500.0,5280.0,480.0
1599,8550,RJ,Bom,27,3900.0,4500.0,5070.0,1170.0
1600,8555,RJ,Bom,42,4500.0,4500.0,5850.0,1350.0
1601,8565,SC,Bom,45,4800.0,4500.0,5280.0,480.0
1602,8567,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1603,8571,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1604,8578,PR,Bom,30,4500.0,4500.0,5850.0,1350.0
1605,8588,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1606,8594,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1607,8596,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1608,8601,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1609,8611,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1610,8613,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1611,8617,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1612,8619,SP,Bom,53,3900.0,4500.0,5070.0,1170.0
1613,8634,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1614,8636,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1615,8640,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1616,8642,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1617,8647,RJ,Bom,57,4500.0,4500.0,5850.0,1350.0
1618,8657,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1619,8659,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1620,8663,SP,Bom,55,4800.0,4500.0,5280.0,480.0
1621,8665,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1622,8670,RJ,Bom,27,4500.0,4500.0,5850.0,1350.0
1623,8680,RJ,Bom,55,4800.0,4500.0,5280.0,480.0
1624,8682,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1625,8686,PR,Bom,25,4800.0,4500.0,5280.0,480.0
1626,8688,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1627,8693,RJ,Bom,45,4500.0,4500.0,5850.0,1350.0
1628,8703,RJ,Bom,25,4800.0,4500.0,5280.0,480.0
1629,8705,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1630,8709,RJ,Bom,42,4800.0,4500.0,5280.0,480.0
1631,8711,RJ,Bom,48,3900.0,4500.0,5070.0,1170.0
1632,8716,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1633,8726,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1634,8728,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1635,8732,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1636,8734,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1637,8739,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1638,8749,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1639,8751,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1640,8756,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1641,8766,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1642,8768,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1643,8773,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1644,8783,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1645,8785,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1646,8790,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1647,8800,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1648,8802,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1649,8807,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1650,8817,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1651,8819,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1652,8824,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1653,8834,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1654,8836,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1655,8841,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1656,8851,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1657,8853,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1658,8858,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1659,8868,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1660,8870,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1661,8875,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1662,8885,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1663,8887,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1664,8892,PR,Bom,42,4800.0,4500.0,5280.0,480.0
1665,8894,SP,Bom,48,3900.0,4500.0,5070.0,1170.0
1666,8899,SP,Bom,62,4500.0,4500.0,5850.0,1350.0
1667,8909,PR,Bom,42,4800.0,4500.0,5280.0,480.0
1668,8911,SP,Bom,48,3900.0,4500.0,5070.0,1170.0
1669,8916,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1670,8923,SP,Bom,30,4500.0,4500.0,5850.0,1350.0
1671,8933,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1672,8940,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1673,8942,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1674,8947,SC,Bom,53,4500.0,4500.0,5850.0,1350.0
1675,8957,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1676,8959,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1677,8964,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1678,8966,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1679,8971,SC,Bom,25,4500.0,4500.0,5850.0,1350.0
1680,8981,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1681,8983,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1682,8995,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1683,8997,SP,Bom,55,3900.0,4500.0,5070.0,1170.0
1684,9002,SP,Bom,23,4800.0,4500.0,5280.0,480.0
1685,9004,SP,Bom,27,3900.0,4500.0,5070.0,1170.0
1686,9009,SP,Bom,42,4500.0,4500.0,5850.0,1350.0
1687,9027,MG,Bom,45,4800.0,4500.0,5280.0,480.0
1688,9029,PR,Bom,51,3900.0,4500.0,5070.0,1170.0
1689,9034,PR,Bom,65,4800.0,4500.0,5280.0,480.0
1690,9036,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1691,9041,PR,Bom,32,4500.0,4500.0,5850.0,1350.0
1692,9059,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1693,9061,MG,Bom,45,3900.0,4500.0,5070.0,1170.0
1694,9066,MG,Bom,30,4800.0,4500.0,5280.0,480.0
1695,9068,PR,Bom,35,3900.0,4500.0,5070.0,1170.0
1696,9073,MG,Bom,53,4500.0,4500.0,5850.0,1350.0
1697,9084,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1698,9086,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1699,9091,SC,Bom,55,4500.0,4500.0,5850.0,1350.0
1700,9101,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1701,9103,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1702,9107,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1703,9109,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1704,9114,PR,Bom,25,4500.0,4500.0,5850.0,1350.0
1705,9124,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1706,9126,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1707,9130,SC,Bom,23,4800.0,4500.0,5280.0,480.0
1708,9132,RJ,Bom,27,3900.0,4500.0,5070.0,1170.0
1709,9137,RJ,Bom,42,4500.0,4500.0,5850.0,1350.0
1710,9147,SC,Bom,45,4800.0,4500.0,5280.0,480.0
1711,9149,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1712,9153,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1713,9160,PR,Bom,30,4500.0,4500.0,5850.0,1350.0
1714,9170,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1715,9176,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1716,9178,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1717,9183,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1718,9193,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1719,9195,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1720,9199,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1721,9201,SP,Bom,53,3900.0,4500.0,5070.0,1170.0
1722,9216,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1723,9218,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1724,9222,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1725,9224,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1726,9229,RJ,Bom,57,4500.0,4500.0,5850.0,1350.0
1727,9239,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1728,9241,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1729,9245,SP,Bom,55,4800.0,4500.0,5280.0,480.0
1730,9247,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1731,9252,RJ,Bom,27,4500.0,4500.0,5850.0,1350.0
1732,9262,RJ,Bom,55,4800.0,4500.0,5280.0,480.0
1733,9264,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1734,9268,PR,Bom,25,4800.0,4500.0,5280.0,480.0
1735,9270,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1736,9275,RJ,Bom,45,4500.0,4500.0,5850.0,1350.0
1737,9285,RJ,Bom,25,4800.0,4500.0,5280.0,480.0
1738,9287,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1739,9291,RJ,Bom,42,4800.0,4500.0,5280.0,480.0
1740,9293,RJ,Bom,48,3900.0,4500.0,5070.0,1170.0
1741,9298,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1742,9308,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1743,9310,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1744,9314,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1745,9316,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1746,9321,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1747,9331,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1748,9333,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1749,9338,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1750,9348,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1751,9350,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1752,9355,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1753,9365,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1754,9367,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1755,9372,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1756,9382,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1757,9384,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1758,9389,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1759,9399,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1760,9401,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1761,9406,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1762,9416,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1763,9418,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1764,9423,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1765,9433,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1766,9435,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1767,9440,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1768,9450,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1769,9452,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1770,9457,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1771,9467,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1772,9469,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1773,9474,PR,Bom,42,4800.0,4500.0,5280.0,480.0
1774,9476,SP,Bom,48,3900.0,4500.0,5070.0,1170.0
1775,9481,SP,Bom,62,4500.0,4500.0,5850.0,1350.0
1776,9491,PR,Bom,42,4800.0,4500.0,5280.0,480.0
1777,9493,SP,Bom,48,3900.0,4500.0,5070.0,1170.0
1778,9498,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1779,9505,SP,Bom,30,4500.0,4500.0,5850.0,1350.0
1780,9515,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1781,9522,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1782,9524,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1783,9529,SC,Bom,53,4500.0,4500.0,5850.0,1350.0
1784,9539,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1785,9541,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1786,9546,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1787,9548,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1788,9553,SC,Bom,25,4500.0,4500.0,5850.0,1350.0
1789,9563,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1790,9565,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1791,9577,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1792,9579,SP,Bom,55,3900.0,4500.0,5070.0,1170.0
1793,9584,SP,Bom,23,4800.0,4500.0,5280.0,480.0
1794,9586,SP,Bom,27,3900.0,4500.0,5070.0,1170.0
1795,9591,SP,Bom,42,4500.0,4500.0,5850.0,1350.0
1796,9609,MG,Bom,45,4800.0,4500.0,5280.0,480.0
1797,9611,PR,Bom,51,3900.0,4500.0,5070.0,1170.0
1798,9616,PR,Bom,65,4800.0,4500.0,5280.0,480.0
1799,9618,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1800,9623,PR,Bom,32,4500.0,4500.0,5850.0,1350.0
1801,9641,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1802,9643,MG,Bom,45,3900.0,4500.0,5070.0,1170.0
1803,9648,MG,Bom,30,4800.0,4500.0,5280.0,480.0
1804,9650,PR,Bom,35,3900.0,4500.0,5070.0,1170.0
1805,9655,MG,Bom,53,4500.0,4500.0,5850.0,1350.0
1806,9666,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1807,9668,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1808,9673,SC,Bom,55,4500.0,4500.0,5850.0,1350.0
1809,9683,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1810,9685,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1811,9689,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1812,9691,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1813,9696,PR,Bom,25,4500.0,4500.0,5850.0,1350.0
1814,9706,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1815,9708,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1816,9712,SC,Bom,23,4800.0,4500.0,5280.0,480.0
1817,9714,RJ,Bom,27,3900.0,4500.0,5070.0,1170.0
1818,9719,RJ,Bom,42,4500.0,4500.0,5850.0,1350.0
1819,9729,SC,Bom,45,4800.0,4500.0,5280.0,480.0
1820,9731,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1821,9735,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1822,9742,PR,Bom,30,4500.0,4500.0,5850.0,1350.0
1823,9752,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1824,9758,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1825,9760,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1826,9765,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1827,9775,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1828,9777,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1829,9781,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1830,9783,SP,Bom,53,3900.0,4500.0,5070.0,1170.0
1831,9798,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1832,9800,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1833,9804,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1834,9806,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1835,9811,RJ,Bom,57,4500.0,4500.0,5850.0,1350.0
1836,9821,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1837,9823,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1838,9827,SP,Bom,55,4800.0,4500.0,5280.0,480.0
1839,9829,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1840,9834,RJ,Bom,27,4500.0,4500.0,5850.0,1350.0
1841,9844,RJ,Bom,55,4800.0,4500.0,5280.0,480.0
1842,9846,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1843,9850,PR,Bom,25,4800.0,4500.0,5280.0,480.0
1844,9852,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1845,9857,RJ,Bom,45,4500.0,4500.0,5850.0,1350.0
1846,9867,RJ,Bom,25,4800.0,4500.0,5280.0,480.0
1847,9869,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1848,9873,RJ,Bom,42,4800.0,4500.0,5280.0,480.0
1849,9875,RJ,Bom,48,3900.0,4500.0,5070.0,1170.0
1850,9880,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1851,9890,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1852,9892,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1853,9896,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1854,9898,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1855,9903,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1856,9913,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1857,9915,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1858,9920,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1859,9930,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1860,9932,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1861,9937,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1862,9947,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1863,9949,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1864,9954,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1865,9964,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1866,9966,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1867,9971,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1868,9981,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1869,9983,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1870,9988,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1871,9998,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1872,10000,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1873,10005,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1874,10015,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1875,10017,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1876,10022,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1877,10032,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1878,10034,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1879,10039,PR,Bom,42,4500.0,4500.0,5850.0,1350.0
1880,10049,MG,Bom,23,4800.0,4500.0,5280.0,480.0
1881,10051,PR,Bom,27,3900.0,4500.0,5070.0,1170.0
1882,10056,PR,Bom,42,4800.0,4500.0,5280.0,480.0
1883,10058,SP,Bom,48,3900.0,4500.0,5070.0,1170.0
1884,10063,SP,Bom,62,4500.0,4500.0,5850.0,1350.0
1885,10073,PR,Bom,42,4800.0,4500.0,5280.0,480.0
1886,10075,SP,Bom,48,3900.0,4500.0,5070.0,1170.0
1887,10080,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1888,10087,SP,Bom,30,4500.0,4500.0,5850.0,1350.0
1889,10097,SP,Bom,62,4800.0,4500.0,5280.0,480.0
1890,10104,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1891,10106,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1892,10111,SC,Bom,53,4500.0,4500.0,5850.0,1350.0
1893,10121,SP,Bom,30,4800.0,4500.0,5280.0,480.0
1894,10123,SC,Bom,35,3900.0,4500.0,5070.0,1170.0
1895,10128,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1896,10130,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1897,10135,SC,Bom,25,4500.0,4500.0,5850.0,1350.0
1898,10145,SC,Bom,53,4800.0,4500.0,5280.0,480.0
1899,10147,RJ,Bom,57,3900.0,4500.0,5070.0,1170.0
1900,10159,PR,Bom,51,4800.0,4500.0,5280.0,480.0
1901,10161,SP,Bom,55,3900.0,4500.0,5070.0,1170.0
1902,10166,SP,Bom,23,4800.0,4500.0,5280.0,480.0
1903,10168,SP,Bom,27,3900.0,4500.0,5070.0,1170.0
1904,10173,SP,Bom,42,4500.0,4500.0,5850.0,1350.0
1905,10191,MG,Bom,45,4800.0,4500.0,5280.0,480.0
1906,10193,PR,Bom,51,3900.0,4500.0,5070.0,1170.0
1907,10198,PR,Bom,65,4800.0,4500.0,5280.0,480.0
1908,10200,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1909,10205,PR,Bom,32,4500.0,4500.0,5850.0,1350.0
1910,10223,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1911,10225,MG,Bom,45,3900.0,4500.0,5070.0,1170.0
1912,10230,MG,Bom,30,4800.0,4500.0,5280.0,480.0
1913,10232,PR,Bom,35,3900.0,4500.0,5070.0,1170.0
1914,10237,MG,Bom,53,4500.0,4500.0,5850.0,1350.0
1915,10248,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1916,10250,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1917,10255,SC,Bom,55,4500.0,4500.0,5850.0,1350.0
1918,10265,SC,Bom,32,4800.0,4500.0,5280.0,480.0
1919,10267,RJ,Bom,42,3900.0,4500.0,5070.0,1170.0
1920,10271,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1921,10273,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1922,10278,PR,Bom,25,4500.0,4500.0,5850.0,1350.0
1923,10288,MG,Bom,53,4800.0,4500.0,5280.0,480.0
1924,10290,PR,Bom,57,3900.0,4500.0,5070.0,1170.0
1925,10294,SC,Bom,23,4800.0,4500.0,5280.0,480.0
1926,10296,RJ,Bom,27,3900.0,4500.0,5070.0,1170.0
1927,10301,RJ,Bom,42,4500.0,4500.0,5850.0,1350.0
1928,10311,SC,Bom,45,4800.0,4500.0,5280.0,480.0
1929,10313,RJ,Bom,51,3900.0,4500.0,5070.0,1170.0
1930,10317,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1931,10324,PR,Bom,30,4500.0,4500.0,5850.0,1350.0
1932,10334,PR,Bom,62,4800.0,4500.0,5280.0,480.0
1933,10340,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1934,10342,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1935,10347,RJ,Bom,51,4500.0,4500.0,5850.0,1350.0
1936,10357,SC,Bom,28,4800.0,4500.0,5280.0,480.0
1937,10359,RJ,Bom,32,3900.0,4500.0,5070.0,1170.0
1938,10363,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1939,10365,SP,Bom,53,3900.0,4500.0,5070.0,1170.0
1940,10380,PR,Bom,48,4800.0,4500.0,5280.0,480.0
1941,10382,SP,Bom,23,3900.0,4500.0,5070.0,1170.0
1942,10386,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1943,10388,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1944,10393,RJ,Bom,57,4500.0,4500.0,5850.0,1350.0
1945,10403,RJ,Bom,35,4800.0,4500.0,5280.0,480.0
1946,10405,RJ,Bom,45,3900.0,4500.0,5070.0,1170.0
1947,10409,SP,Bom,55,4800.0,4500.0,5280.0,480.0
1948,10411,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1949,10416,RJ,Bom,27,4500.0,4500.0,5850.0,1350.0
1950,10426,RJ,Bom,55,4800.0,4500.0,5280.0,480.0
1951,10428,RJ,Bom,62,3900.0,4500.0,5070.0,1170.0
1952,10432,PR,Bom,25,4800.0,4500.0,5280.0,480.0
1953,10434,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1954,10439,RJ,Bom,45,4500.0,4500.0,5850.0,1350.0
1955,10449,RJ,Bom,25,4800.0,4500.0,5280.0,480.0
1956,10451,SP,Bom,28,3900.0,4500.0,5070.0,1170.0
1957,10455,RJ,Bom,42,4800.0,4500.0,5280.0,480.0
1958,10457,RJ,Bom,48,3900.0,4500.0,5070.0,1170.0
